STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
AL,Blount,14.4,4.1,22656,19.8,17.8,23.4,14.2,7,12.9,1.7,0.9,25.2,1.6,4.2,0.9,50.1
AL,Butler,23.5,6.7,20430,15.4,19,22.8,17.7,10.5,48.1,0.5,1.3,26.2,1.8,7.8,1.6,59.6
AL,Calhoun,18.6,8.8,24706,15.9,16.8,21.9,20.8,10.4,27.5,1,3.7,14.7,1.7,5.8,2.7,74.6
AL,Chambers,16.6,5,22827,18.6,18.9,20.7,16.7,9.7,44.2,0.1,4,14,3,7.3,1.5,48.8
AL,Colbert,16.3,5.9,24918,15.6,19.3,21.3,18.7,8.2,21.3,0.3,2.2,9.3,0.4,6.1,0.8,73.4
AL,Covington,18.3,8.7,23071,17.1,20.5,21.9,20.9,9,16.6,0.4,1.3,21.6,2.1,5.2,1.8,61.5
AL,Cullman,15.8,5.5,22980,18.2,18,22.6,17.6,6.7,7.9,0.6,2.5,22.9,1.8,4.2,1.5,66.8
AL,Elmore,12.3,6.2,27475,13.6,14.5,22.5,17.9,9.2,26.8,0.7,2.6,15.1,1.4,4.7,5.4,75.9
AL,Etowah,17.3,6.5,24065,15.5,18.3,21.6,19.6,8.9,21.9,1.2,3.1,11,1.2,6.3,1.3,66.1
AL,Henry,13.5,6.7,24069,19.8,21.6,20.9,18.7,7.1,31.1,0.3,0.8,25.9,0.8,5.5,1.8,67.9
AL,Houston,18.3,7,25990,14.3,16.9,23.4,17.8,10.4,33.1,0.6,5.1,13.7,1.2,6.2,0.9,70
AL,Jackson,20.2,5.9,21608,17.5,19.1,21.4,18.8,7.4,10.7,0.4,1.4,19.6,2.2,4.6,1.3,78
AL,Lawrence,16.8,5.7,23557,21,17.4,21.8,20.5,7.3,23.5,0.2,0.8,22.5,1.5,5.5,0.7,78.7
AL,Limestone,13.7,6.9,27699,15.7,14.7,23,16.3,7.6,23.1,1,3.6,12.6,1.8,3.6,3.1,65.8
AL,Madison,13.2,5.8,35526,8.9,14.3,22.1,13.1,8.1,35.1,1.1,10.2,4.4,1.3,4.9,2.5,85.1
AL,Mobile,19.3,6.2,25215,13.8,15.3,23.7,14,10.8,42.8,0.7,9,7.7,2,6.7,2.2,74.2
AL,Randolph,17.7,5,23247,21.2,20,21.8,14.3,8.2,24.7,0.3,1.6,23.5,2.9,7,2.2,58.1
AZ,Pinal,14.2,7.8,23653,14.6,19.3,23.4,15.2,8.3,42.9,3.4,2.2,19.1,3.7,4.4,6.3,70.9
AR,Boone,14.9,4.4,23998,13,20.1,22.8,18.8,7.7,6,0,2.9,11.7,2.4,5.6,1.4,60
AR,Crawford,15.9,5.1,23851,14.8,16.1,24.8,20.2,8.8,15.4,1.2,2.4,12.2,3,3.9,1,67.2
AR,Franklin,21.9,3,20262,17.4,18.9,23.5,21,5.2,7.9,0.4,1.3,15.5,3.1,5.4,1.9,70.3
AR,Garland,18.6,7.1,26791,11.6,22.8,20.4,20.5,9.8,17.7,1.2,7.4,13.6,1.8,7.7,2.2,66.9
AR,Independence,17.3,4.9,23426,14.2,17.2,23.9,19.7,9.7,11,1.6,2.6,18.4,2.4,4.3,2.9,61.1
AR,Logan,21.1,8.8,22221,14.9,19.2,22.2,21,10.6,9.4,0.8,1.2,13,2.7,4.7,2.8,69.8
AR,Lonoke,12.2,4.2,26222,11.3,12.8,26.1,13.8,10,13.9,0.7,2.3,15,2,4.2,0.9,76.3
AR,Pope,18.5,6.2,22110,15.2,15.1,22.9,16.7,9.6,15.6,2.2,3.8,11.3,2.1,5.5,5.4,72.2
AR,Prairie,15.7,6.4,24075,17.8,22.9,20.4,21.2,7.4,15.1,0,0.9,25.1,3.1,6.7,1.7,54
AR,Randolph,18.3,4.2,21338,17.3,19.8,22.9,21.6,11.2,5.5,0.6,0.7,14.1,2.8,5.9,2,60.2
AR,Saline,8.5,3.9,29358,9.6,17.2,23.6,16.9,8.8,14.8,1.1,4.1,15.5,1.9,4,1.1,59.5
AR,White,17,5.8,23747,14.6,15.8,23.6,16.1,8.8,11.8,1,5.5,18.3,1.6,6.1,4.9,73.9
CA,El Dorado,8.9,6.2,40382,6.9,19.7,20.4,13.3,5.5,21.8,1.7,4.8,5.5,2.2,4.1,1,78.8
CA,Humboldt,20.3,8,26747,9.7,16.7,19.3,16.3,9.4,25.4,1.9,4.2,8.9,3.8,7.6,3,81.5
CA,Placer,8,4.9,41508,5.4,18.7,22.6,10.7,6.2,26.8,1.8,7.2,2.8,2.1,3.8,1.1,83.9
CA,Siskiyou,19.4,7.9,28130,10,24,20.2,19.4,7.4,23.3,1.5,3.3,12.6,3.2,7,1.2,73.7
CO,Clear Creek,5.5,1.9,40655,1.7,18.9,15.7,9.7,6.3,10.8,1,5.1,6.4,1.5,2.5,1.3,60.4
CO,Gilpin,4.1,2.4,48460,2.4,14.5,16.2,8.7,1.9,13.5,0.2,5.6,2.3,0.8,4.7,1.8,76.7
CO,Gunnison,13.2,5.8,30127,2.8,12.4,17.7,7.8,7.7,12.8,0.4,9.4,5.7,2,3,5.4,88.8
CO,Lake,16.5,5.5,28062,14.5,11.7,16.7,11.9,7.4,34.1,4.1,6.4,13.8,2.5,4.1,1.9,69.3
CO,La Plata,8.7,4.1,37864,5,15.7,19.2,8.9,4.9,21.3,0.5,8.3,13.3,2.4,2.6,3.4,89.5
CO,Las Animas,18.2,7.7,25118,12.2,22.9,18,21.6,7.2,47.3,1.7,2.4,10.8,2,9.5,5.8,81.3
CO,Logan,15,4.1,25776,10.5,16.8,21.4,13.8,7.3,22.2,3.1,7.7,9.4,2.8,8.5,4.8,64.2
CO,Mesa,15.7,7.8,28518,9.9,17.9,22,14.6,9.1,18.5,1.1,5.4,10.3,2.3,4.7,2.3,76.6
CO,Montezuma,16.1,5.1,25161,10.5,20.7,22.4,17.3,7.4,27.3,0.6,1.9,18.9,3,2.4,1,76.2
CO,Park,5.5,5.4,35939,3,19.1,17.3,11.6,2.3,10.8,0.1,0,4,0.9,1.9,0.7,61.2
CO,Prowers,19,7.6,21612,17.9,17.1,25.1,18,10.7,40.5,4.2,1.8,12.8,3.8,5.6,3.1,65.2
CO,Pueblo,19,8.4,24257,10.6,17.8,22.9,19.1,10.5,47.7,0.9,8,5.8,2.3,7.7,2.6,80.1
CO,Rio Blanco,11.5,5.2,27057,7.2,14.5,25.7,10.5,5.9,15.2,1.4,5.9,8.1,3,2.6,5.4,73
CO,Teller,8.3,6.3,34392,4.2,20.2,18.1,14.5,6.3,10.9,0.5,2.4,9.4,1.8,1.8,0.6,76.3
CO,Washington,10.7,2.7,26680,7.5,19.5,22.9,11.8,8.4,12.6,1,0.8,7.7,2.2,4.8,6.1,49.4
CT,Litchfield,7,5.2,42443,7.4,19.9,18.8,11,5.9,11,1.4,5.1,0.3,1,5.3,1.7,90
CT,Middlesex,6.9,4.7,45293,5.8,19,18.4,10.8,6.6,15.7,1.2,9,1.1,1,5.4,3.7,96.6
CT,New London,10.2,6.2,38109,8.1,17.2,19.8,12.9,9.5,24.1,2.2,8.7,2.6,1.3,6.2,4.6,95
CT,Windham,10.5,6.3,31106,11.4,15.7,20.2,13.7,10,16.9,2.4,4.3,2.9,1.5,7.1,4.6,88.5
FL,Clay,10.6,7.5,29138,8.9,14.9,23.8,13.6,9.6,26.6,1.8,4.4,12.9,2,2.7,0.7,74
FL,Escambia,13.9,6.5,26730,9.2,16.2,20.9,15,6.3,35.4,1.1,11,7.1,1.3,5.8,5.8,83.1
FL,Pasco,13.5,6.5,27786,11,22.5,20.4,16.2,8,24.4,1.9,6.3,19.5,1.8,5.5,1.5,80.3
FL,St. Johns,8.4,4.9,41393,5.4,19.2,21.9,11.3,6.1,16.9,0.6,9.9,7.2,0.9,2.6,1,95
FL,Santa Rosa,9.8,5.6,30904,8.4,15.4,22.2,15.9,8.6,17.4,0.7,3.7,10.9,1.8,3.1,3.7,82.9
GA,Bartow,13.2,5.6,25712,17,13.4,24.7,14.2,10,22.1,1.9,5.9,11.8,2.8,4.2,0.9,23.7
GA,Carroll,18.8,7.9,24155,16.3,13.1,24,14.7,10.2,29.4,1.4,4.8,11.2,1.8,5.3,3,43
GA,Catoosa,9.8,3.9,26915,12.6,16.8,23.2,14.7,6.1,8.8,0.5,2,11.5,1.1,3.6,0.9,18.6
GA,Cherokee,8.1,4.3,35199,8.6,12.9,25.3,9.9,6.9,20.6,2.6,7.3,3.7,1.7,2.8,0.6,53.7
GA,Coweta,11.1,4.7,32542,11.2,13.2,25.1,10.7,8.9,28.6,1.8,6.5,3.5,1.6,4.3,0.4,50
GA,Dawson,8.7,4,32646,14,19.5,21,14.8,4.3,7.4,0.7,2,10.1,2,2.1,0.7,12.8
GA,Fayette,5.6,5,42126,5.2,17.1,23.4,9.6,6.6,36.9,1.3,4.2,2.4,0.9,2.6,0.5,51.8
GA,Floyd,19.1,6.3,25058,19,16.1,23.4,15.3,9.9,28.8,2.6,6,8.9,2.7,8.5,4.3,14.1
GA,Gilmer,16.3,5.5,25812,18.1,23.4,19.7,20.1,5.4,13.9,3.7,1.5,19.4,1.9,5.3,0.8,15.2
GA,Glynn,18.3,5.4,31493,12.1,18.8,22.5,15.7,10.5,36.3,1.6,8.5,10.1,2,6.5,1.7,77.2
GA,Harris,6.8,7.1,34511,9.2,17.4,21.9,18.2,7,23,0.1,0.8,8,1.3,2.9,1.7,30
GA,Hart,17.4,4.9,22361,19.6,21.3,21,20.2,8.5,25.1,0.9,0.9,24.7,1,5.3,3.4,48.8
GA,Houston,15.7,7,28196,9.1,12.2,25.7,13.2,11.6,43.1,1.2,4.9,7.9,3.1,4.6,1.1,59.6
GA,Jackson,11,4.8,27115,16.3,14.4,25.5,13.6,7.9,18,1.9,1.5,15.2,1.5,4.6,1.1,49.7
GA,Jones,15,7.4,25725,12.6,16.6,23.7,14.8,9.1,28.4,0,0.4,21.4,1.3,4.8,1,35.4
GA,Lumpkin,17.2,4.5,24790,16.3,16.7,18,15.8,7.7,9.4,1.2,2.5,20.3,1.3,3.3,4.6,12
GA,Monroe,13.9,7.9,34669,15,17.5,20.9,14.3,5.5,28.2,0.6,2.9,18.7,1.9,4.9,3.8,14.7
GA,Morgan,10.5,5.7,30587,13.5,18.9,22.5,15.2,6.2,28.4,1.1,0.9,13.5,0.8,4.7,0.9,41.2
GA,Pickens,9.6,6.1,30567,15.1,20.8,20.6,16.1,5,12.7,0.3,2.4,15.4,2.2,4.6,1.1,25.3
GA,Pike,13.1,6.4,26737,13,15.3,23.9,12.7,3.9,13.2,0.1,0.6,13,1.3,3.4,1.4,22.3
GA,Walton,12.9,6,26545,12.7,15,25.2,12.2,10.3,24.7,0.7,0.8,7.9,1.6,3.2,0.9,43.9
GA,Ware,23.7,3.5,20457,17.1,16.6,24,17.4,11.3,36.5,0.2,2.7,19.6,1.7,8.4,7,42.9
GA,White,13.8,4.2,25617,14.9,21.5,20.2,16.4,5.2,7.6,0.8,1.2,16.3,1.1,2.4,1.4,12.2
IL,Adams,12.1,4.7,29347,7.4,19.5,22.6,13.8,8.6,8.2,0.2,4.4,4.1,1,7.6,2.2,74.6
IL,Boone,11,6.8,30725,13.8,14.8,25.6,11.4,10.9,26.6,3.6,3.8,4.9,3.3,4,0.6,77.5
IL,Bureau,12.6,5.3,29126,8.4,21,21.7,13.5,9.6,12,1.3,3.6,2.6,1.2,5.4,1.3,72.9
IL,Calhoun,12.8,5.1,27314,9.4,22.9,21,19.2,4.4,3,0,0.3,11.6,1.4,5.5,2.6,74.7
IL,Carroll,11.1,6.6,28053,8.6,24.3,19.5,14,5.9,6.8,0.4,3.6,4.5,0.5,5.1,1.7,79.5
IL,Christian,13,3.4,26166,11.2,19.1,20.6,12.3,9.3,4.9,0.2,4.4,5,1.2,5.3,5.2,76.8
IL,Clark,12.6,6.3,29887,9.1,19.1,23,16.5,9.3,3.4,0.2,1.3,10.4,1.6,2.6,1.4,67.1
IL,Coles,21.5,5.7,26790,9.5,16.1,18.1,15.4,9.7,9,0.5,10.3,5.1,1.1,8.2,7.6,72.5
IL,Cumberland,14,3.4,25622,10.4,18.8,22.8,16.7,7.1,3.3,0.1,1,11,1.6,4.5,1.2,61.1
IL,Edwards,10.3,6.1,26908,8.5,20.5,23.3,16.9,6.9,3.4,0.4,1.2,17.4,1.3,5.8,0.8,68
IL,Effingham,11.6,3.9,30255,7.4,16.8,23.6,12.8,8,4.1,0.8,4.3,7.4,2,5.7,1.4,75.2
IL,Ford,15.8,5.3,28002,10,18.6,22.9,16,9.7,6.2,0.3,2.8,2,0.8,5.1,3,80
IL,Franklin,19.6,8.5,23510,12.3,19.8,22.2,20.7,9.8,4.1,0.1,2.5,11.8,1.5,8.2,1.2,67
IL,Greene,14.4,4,23946,12.1,18.8,21,16.5,8.4,3.6,0,0.1,10,1.2,4.8,2.2,66.4
IL,Grundy,8.8,5.1,33308,6.9,13.3,25.6,9.4,7.7,13.5,0.9,4.5,4.3,1.2,3.8,0.6,73.5
IL,Iroquois,14,5.6,26976,10.8,20.9,21.9,15.5,7.4,9.9,1.2,2.4,3.5,1.7,4.8,1.6,73.6
IL,Jasper,13.1,4.1,25536,10.7,18.7,23,20.3,5.3,2.8,0.6,1.4,11.5,1.5,5.8,0.8,62.9
IL,Jefferson,18.4,7.4,25770,14,18.3,22.1,19.3,10,14.3,0.3,6.3,17,1.4,8.2,6.7,69.1
IL,Jersey,9.2,4.1,28924,8.3,18.6,21,13.4,5.7,4.1,0.6,2.7,5.3,1,5,4.5,83.4
IL,LaSalle,13.5,6.8,29093,11.3,18.1,21.8,13.4,9,14.2,1.1,4.1,4,1.2,6.2,3,74.5
IL,Livingston,13.8,5.4,28236,10.7,18.3,21.6,15.6,10.6,10.8,0.3,4.3,5.6,1.5,7.2,6.5,71
IL,McHenry,7.1,4.4,38047,7.2,13.5,24.2,9.4,7.2,18.5,2.5,3.9,0.7,1.5,3.6,0.6,80.6
IL,Macon,16.2,8.2,28925,9.7,18.9,22.3,15.3,10.1,23.5,0.3,9.1,2.5,1.1,9.8,3.5,73.3
IL,Marshall,11.2,6.1,29827,7.2,22.7,20.1,13.2,6.3,5.2,0.2,0.8,3.2,0.8,3.2,2.4,75.3
IL,Mason,15.4,7.9,27111,11.2,21.7,20.7,17.4,9.3,3.4,0,0.8,8.6,1,5.3,1.7,71.9
IL,Massac,18,5.6,23768,13.8,21.1,22.2,21.1,8.9,11.5,0.2,2.1,18.5,2.4,7.8,2.3,62.4
IL,Menard,9.6,4.9,34495,6.6,18.8,22.1,14.1,8.6,4.3,0,2,4,1.3,4.5,1.1,80.9
IL,Mercer,11.4,5.5,28995,8.6,20.8,21.6,12.5,7.8,4.5,0.1,3.1,4.1,0.6,5.8,1.4,80.9
IL,Monroe,5,3.1,39988,4,16.7,22.6,9.3,5.4,3.6,0.5,2.6,2.5,0.7,3.7,0.8,82.6
IL,Pike,13.9,5.4,24162,11.3,20.3,22.5,16.2,8.6,4.2,0.2,0.7,7.6,1.1,6.8,3.1,70.3
IL,Putnam,8.8,3.6,34144,7.7,22.2,19.8,11.9,7.8,7.8,1.1,0.3,5.8,1.3,2.4,0.1,75.8
IL,Scott,12.9,6.7,27218,7.4,19.4,22.4,12,8,2.9,0.2,0.1,9.1,1.9,4.7,1,69.8
IL,Shelby,11.2,4.6,25320,7.8,21.5,21.4,12.5,6.1,2.7,0.1,1.8,10.7,1.5,4.2,1,63.3
IL,Stark,16.1,3.5,30225,9.1,21.5,21.8,12.9,7.7,4.2,0.1,0.5,3.8,0.7,3.4,1.9,80.9
IL,Tazewell,8.6,4.3,33077,7.4,17.8,22.9,11.9,7.8,5.9,0.3,5.3,2,1.2,5.7,2,80.9
IL,Union,18.1,6.6,25416,12.3,20,20.9,17.8,9.2,9,0.5,2.8,14.4,2.9,5.8,2.7,74.1
IL,Warren,12.4,6.7,26082,12.3,18.3,22.4,13.3,9.1,16.6,1.7,3.4,4,3.8,4.9,6.8,76.5
IL,Wayne,14.1,3.5,26362,11.6,20.8,22.7,18.4,7.2,3.7,0.8,2.2,25.3,2,7.3,0.4,65
IL,White,13.1,7.9,25859,8.7,21.5,22,20,8.9,3.5,0.4,1.9,13.4,1.3,8.1,2.8,78.6
IL,Will,7,5.2,35259,9.1,12.1,25.7,8.8,8,35.8,3.2,5.8,1.4,1.8,3.7,1.3,79.4
IN,Bartholomew,13,4.8,30515,9.1,15.6,24,12.1,8.9,17.7,1.8,7.3,7.4,2.8,4.5,1.1,83.8
IN,Benton,16.1,4.2,23322,10.5,17.1,25,18.1,10.1,7.3,0.4,1.5,4,1.8,2.9,1.4,70.8
IN,Carroll,10.2,4.2,28430,10.8,18.8,22.7,15.6,5.8,5.9,0.6,1.4,6.5,1.6,4.4,0.6,54.5
IN,Clark,10,5.2,28525,10.8,15,22.9,13.7,8,16.5,0.8,8.4,5.1,1,5.3,1.5,90.7
IN,Clinton,12.5,4.8,24276,13.8,16,26.2,14.1,8.3,17.4,3.7,5.1,4,2.1,5.9,1.9,83.1
IN,Crawford,15.5,3.9,21021,17.8,18.9,22.2,20,7.1,3.7,0.2,1.1,22.2,2.3,4.5,0.9,63.1
IN,Dearborn,10.2,4.9,29891,9.4,16.5,22.8,12,8.4,3.7,0.1,5.3,3.5,1.3,4.2,1.2,98.9
IN,Decatur,12.7,4.4,26515,9.1,16,24.5,14.2,9.2,5.1,0.3,4.2,5.8,1.1,4.8,1.4,86.2
IN,Delaware,21.5,6.7,24234,10.7,16.6,18.7,16.3,8.9,13,0.4,7.2,4.7,1.3,7.5,6.3,81.1
IN,Dubois,11,1.6,28932,10,16.5,24.7,10.8,7.3,9.2,1.3,3.5,5.3,2.1,3.8,2.4,93.3
IN,Fayette,18.5,5,23627,17.4,19.2,22.2,18,9.7,4.3,0.3,4.9,4.9,2.2,7.3,1.8,71.8
IN,Fountain,11.8,5.8,26721,11.3,19.3,22.2,17.8,6,4.6,0.5,1.1,10.4,1.1,5,1.1,87.3
IN,Franklin,8.4,3.9,27557,11.8,17.1,23.7,13.2,9.8,0.6,0.4,1.9,10.9,1.6,3.9,0.8,65.4
IN,Gibson,10.1,3.2,27137,9.1,16.9,23.4,15.4,9.1,5.9,0.2,3.6,13.5,2.5,5,2.5,77.2
IN,Hancock,7.1,2.8,32730,6.2,15.6,23.6,13,7.4,7.2,0.4,4.4,1.6,0.9,3,0.9,94.4
IN,Hendricks,5.3,3.9,34689,6.6,13,25.6,10.8,8.3,15.1,1,5.7,1.2,1.1,1.9,1.7,99.9
IN,Henry,15.4,6.1,23851,10.4,18.3,20.7,17.2,9,6.3,0.1,4,4.6,1.1,4.7,7.1,83.6
IN,Howard,15.9,5.9,27297,11.1,18.6,22.7,17.6,9.8,14.6,0.5,6.9,3.5,0.7,6.9,1.4,77.6
IN,Huntington,10.2,3.4,25386,9,16.5,21.8,14.1,6.7,5,0.3,2.6,5.1,1.2,4.8,3.8,93.2
IN,Jennings,14.7,4.1,23490,14.6,15.7,23.5,17,8.4,4.8,0.3,1.2,19.2,2.5,5,1.3,71.2
IN,Johnson,8.7,4.2,32475,8,14.2,25.1,10.4,9.2,10.3,0.6,8.3,2.9,1.6,3.1,1.6,90.6
IN,Kosciusko,10.3,4,28740,14.5,15.8,24.3,13.7,8.5,11.9,1.9,3.4,12.1,2.1,6.1,2,72.4
IN,LaPorte,16.5,7.8,25865,11.7,16.8,21.7,13.8,10.1,20.5,0.7,6.3,4.8,2.6,8,7.5,86.9
IN,Lawrence,11.8,4.9,25590,11.5,19.2,22.2,18.6,8.2,4.3,0.2,2.6,10.8,1.4,4.1,1.5,76.7
IN,Madison,17.2,6.1,24625,11.9,17.6,21.9,18.1,10.8,14.9,0.7,4.2,5,1.4,7.1,4.7,83.3
IN,Marshall,11.4,5.7,25537,15.2,17,25.2,14.1,6.4,12.4,2.4,3.8,7.2,3.5,6.8,1.7,74.6
IN,Miami,16.4,6.6,22871,14.5,16.9,21.5,16.8,9.8,11,0.3,2,10,2.3,4.5,6.1,70.1
IN,Montgomery,10.1,4.1,26184,10.5,17.5,22.8,14.8,8.8,7.9,1.4,5.3,5.6,1.7,4.5,3.3,76.7
IN,Ohio,6.1,2.3,29368,12.3,20.6,19.2,13,4.9,3.3,0,4.8,11.8,0.2,4.1,0.9,99.9
IN,Orange,16.2,4.4,23317,16.7,18.6,23.2,21.6,9.7,4.6,0.2,3.3,18,2,7.5,1.5,91.5
IN,Owen,16.2,5.5,24129,14.8,18.4,21.4,17.8,7.4,3.7,0.3,1,21.8,2.7,3.5,0.9,70.6
IN,Pike,11.5,4.2,26584,12.8,19.6,22.6,17.9,4.9,3.5,0.1,1.7,14.7,0.6,3.9,2,97.7
IN,Porter,10.2,4.7,32943,6.9,15.5,22.5,10.9,8.7,16.4,0.6,5.2,4.6,1.3,3.6,2.4,85.5
IN,Randolph,15.9,5,23539,13.2,19.3,23.3,17,9,6.6,0.8,2.8,6.1,0.9,4.6,1.5,80.2
IN,Ripley,11.6,5.5,27423,10.6,17,23.8,13.3,8.1,4.5,0.5,7.1,7.5,3.4,5.4,1.8,85.1
IN,St. Joseph,15.7,5.3,27338,11.6,15.1,23.8,13.6,9.9,26.9,1.4,11.1,1.7,1.7,7.7,4.5,84.3
IN,Scott,15.6,5.4,22688,16.1,16.2,23,18.1,7.7,4.4,0.1,2.9,17.4,1.2,5.7,1.6,76.9
IN,Shelby,11.2,4.2,28491,12,16.2,22.9,13.3,8.7,7.6,0.8,4.1,3.5,1.8,4,1.6,89
IN,Spencer,9.4,4.1,29999,9.9,18.6,22.3,15.2,5.1,5,0.4,1.9,11.1,1,4.1,1.4,70.6
IN,Starke,14.1,7,23282,15.9,17.4,23.5,15.5,6.5,5.6,0.7,1.8,8.6,1.9,4.3,0.3,67.2
IN,Steuben,11,3.8,28429,9.9,18.8,20.8,14.6,7.7,6,1,4.2,12.2,1.1,4.7,3.9,81.7
IN,Switzerland,20.1,5.7,23347,16.9,17.5,25.2,16.9,9.1,4.4,0.4,2,19.8,4,4.3,1,62.5
IN,Union,8.8,2.7,24040,11.4,18.1,21.8,16,6.9,4.4,0.5,3,12.9,1.4,4.6,0.9,86
IN,Vermillion,15.2,5.1,25143,9.7,19.2,21.9,18.8,10.5,3.4,0.2,4.3,8.7,2.9,4.8,1.5,78.5
IN,Wabash,12.7,4.3,25228,11.7,20,21.1,14.2,8.1,5.5,0.3,2.8,4.8,1.2,5.5,6,78.2
IN,Warren,10.4,3.8,29408,8.5,19.7,22,16.7,8.8,3.8,0.2,0.6,4.9,1.8,2.5,1,72.5
IN,Washington,13.1,6.1,24048,15.4,16.5,23,18.5,9.4,3.2,0.1,0.7,19.2,1.4,6.8,1,71.3
IN,Wayne,16.3,5.8,25460,13.2,18.6,22.1,18,11.3,11.6,0.8,6.4,4.3,1.3,9.2,4.1,79.7
IN,Wells,9.5,2.4,27106,8.9,17.7,24.9,13.2,7.6,5.4,0.4,4.1,6.7,0.4,4.5,2,77.3
IN,Whitley,9.2,2.9,30144,7.3,17.2,23.2,14.9,8,4.5,0.1,2.7,5.1,0.6,2.8,1.3,86.5
IA,Adair,9.1,3.5,29984,5.8,22,21.7,16.6,7,3.6,0.1,1.8,3.9,0.5,3.9,2.2,74.2
IA,Adams,11.5,2.8,27824,5.9,22.6,20.9,13.6,4.3,2.2,0.2,1.3,4.7,0.6,3.8,3.7,79.8
IA,Allamakee,9.5,2.5,27741,12.3,21.8,22.9,11.3,5.2,9.2,2,3.8,14.4,2,4.2,2.4,82.7
IA,Appanoose,16.1,5.4,27546,9.1,22.7,22,18.6,5.7,4.6,0.3,3.9,7.4,1.9,8.7,1.2,76.4
IA,Benton,9.2,2.9,32764,6.1,17.7,23.7,11.2,6.9,3.5,0.3,1.8,2.3,0.9,4.3,1.4,80.7
IA,Boone,8,3.8,31686,5.7,17.3,22,14.4,7,5.6,0.5,8,4.1,1.9,3.2,2.8,92.9
IA,Bremer,8.2,3.2,32512,3.8,19.2,22.1,10,6,4.8,0.4,4.6,2,0.5,3,6.1,88.9
IA,Butler,9.4,3.3,29654,7.3,22.1,22.9,10.8,5.8,3.3,0.2,2.2,2.4,0.8,3.2,1.8,91
IA,Cass,11.6,2.4,27853,11.8,22.1,22,13.4,7.4,4.4,0.9,3.7,1.9,0.3,5.9,2.3,88.7
IA,Cedar,6.4,2.7,32010,5.1,18.8,22.8,10.8,5,4.3,0.4,1.8,4.8,0.8,2.5,1.7,86.6
IA,Cerro Gordo,11.4,4.1,31304,6.9,20.6,20.6,14,8.9,9,0.5,7.7,2.1,1,7.2,2.9,87.1
IA,Cherokee,9.7,2.3,32667,7.4,23.1,21.4,14.2,8.4,6.3,0.4,6.4,1.2,0.4,5.8,4.2,81.1
IA,Clayton,9,2.1,28486,8.8,22.4,21.6,13.3,7.1,4,0.7,3.4,6.4,1.8,5.9,1.9,76.9
IA,Clinton,12.3,4.4,27942,8.9,19.1,22.8,13.3,9.4,8.6,0.2,8.5,2.3,0.6,7.4,1.8,85.1
IA,Delaware,8.5,2.3,31300,8.7,18.8,23.8,11.4,6.6,3.2,0.1,2.7,4.6,1.6,3.7,1.4,87.3
IA,Dubuque,11.7,4.1,31096,7.6,16.9,23,11.1,8.5,8.9,0.5,7.9,3.8,1.3,6,4.4,95.3
IA,Fayette,12.4,3.4,28069,7.9,21.1,20.9,14.6,10.1,6.1,0.5,2.4,4.7,0.9,5.1,3.7,88.2
IA,Floyd,15.7,2.5,27897,10.7,21.2,22.7,15.8,8,8,0.7,2.8,1.7,1.6,7.6,2,79.9
IA,Franklin,12.8,3.9,27480,9.4,20.6,23.3,10.1,9.7,14.6,1,1.3,2.5,0.8,4.1,1.6,84.4
IA,Fremont,9.5,3.7,29625,7.5,22,22,13.6,6,5,0.1,0.5,5.3,1.7,3.8,2,83.4
IA,Greene,8.9,5.3,28413,6.3,21.5,23,15.7,7.6,5.1,0.6,2,1.3,1.9,5.1,1.6,91.2
IA,Grundy,6.1,2.1,35443,5.8,20.2,23.4,10.3,6.4,3,0.2,1,2.2,0.8,3.5,1.3,89.4
IA,Hamilton,9.7,3,28706,6.5,19.7,23,12.1,5.1,10.7,1.1,6.7,2.7,1.1,4.2,1.4,87.1
IA,Harrison,10.1,1.5,30209,8.2,19.1,22.9,12.9,7.6,3.6,0.1,2.8,3.6,0.8,5.2,2,85.1
IA,Henry,10.8,5.2,26760,7.1,18.1,22,13.9,11.1,11.7,0.8,3.5,5.7,0.9,3.6,7.3,81.3
IA,Howard,11.9,2.5,28828,9.7,20.3,25.1,10.8,8,3.4,0.2,2.2,2.8,0.3,7.1,2.7,85.4
IA,Ida,10.5,4.2,32562,6.5,21.9,23.3,14.3,6.2,4.3,0,3.1,2.5,0.7,6.3,1.8,76.7
IA,Iowa,8.2,2.7,32663,6.2,18.1,23.2,12.3,6.1,4.7,0.3,3.7,4.1,1,3.7,2.2,92.2
IA,Jackson,12.4,4.3,29207,7.7,20.2,22.3,12.1,9.1,4.4,0,2,8.3,0.6,6.7,1.3,83.9
IA,Jasper,9.8,4.9,27551,6.3,18.8,22.5,14,8.2,6.2,0.2,7.4,4.9,1.7,5.1,4.8,82.9
IA,Kossuth,9.8,3.1,29963,5.6,22.7,21.7,15.4,8,4.9,0.4,4.1,0.8,0.9,4.1,2,80.9
IA,Mahaska,14.4,5.3,27061,8.8,17.8,24,13.6,9.6,6.5,0.7,3.6,5.9,1.8,7.1,3.1,77.3
IA,Marion,9.7,3,28832,6.6,17.3,23.9,14.1,7,5.3,0.3,7.5,5.1,1.3,6,5.2,85
